,Book_ID,Author,Title,URL,LoC_class,Subject,Subject2,Subject3,Subject4
41169,13740,"Libbey, Laura Jean",Mischievous Maid Faynie,http://www.gutenberg.org/ebooks/13740.txt.utf-8,PS,Dime novels,Impostors and imposture -- Fiction,Adventure stories,Love stories
41478,45651,"Finley, Martha",Mildred and Elsie,http://www.gutenberg.org/ebooks/45651.txt.utf-8,Children -- Conduct of life -- Juvenile fiction,PZ,Conduct of life -- Juvenile fiction,Uncles -- Juvenile fiction,Tithes -- Juvenile fiction
41569,10977,"Curwood, James Oliver",The Grizzly King: A Romance of the Wild,http://www.gutenberg.org/ebooks/10977.txt.utf-8,PS,Grizzly bear -- Fiction,Wilderness areas -- Fiction,,
41953,33522,"Leslie, Madeline",Little Frankie and His Cousin,http://www.gutenberg.org/ebooks/33522.txt.utf-8,Children -- Conduct of life -- Juvenile fiction,Obedience -- Juvenile fiction,PZ,Truthfulness and falsehood -- Juvenile fiction,Conduct of life -- Juvenile fiction
41989,48356,"Finley, Martha",Elsie at Ion,http://www.gutenberg.org/files/48356/48356-0.txt,Mormons -- Juvenile fiction,Youth -- Conduct of life -- Juvenile fiction,Conduct of life -- Juvenile fiction,Happiness -- Juvenile fiction,PZ
42340,11328,"Curwood, James Oliver",The Hunted Woman,http://www.gutenberg.org/ebooks/11328.txt.utf-8,"Northwest, Canadian -- Fiction",Suspense fiction,Adventure stories,PS,
42349,38353,"Finley, Martha",Elsie's Widowhood A Sequel to Elsie's Children,http://www.gutenberg.org/ebooks/38353.txt.utf-8,Religious fiction,Domestic fiction,PZ,"Dinsmore, Elsie (Fictitious character) -- Juvenile fiction",Christian life -- Juvenile fiction
42536,11880,"Brand, Max",Ronicky Doone,http://www.gutenberg.org/ebooks/11880.txt.utf-8,New York (N.Y.) -- Fiction,PS,Gamblers -- Fiction,Western stories,"Doone, Ronicky (Fictitious character) -- Fiction"
42942,605,"Burroughs, Edgar Rice",Pellucidar,http://www.gutenberg.org/ebooks/605.txt.utf-8,Science fiction,Earth (Planet) -- Core -- Fiction,Adventure stories,PS,
43703,42307,"Castlemon, Harry",Frank in the Woods,http://www.gutenberg.org/ebooks/42307.txt.utf-8,Children -- Conduct of life -- Juvenile fiction,Hunters -- Juvenile fiction,West (U.S.) -- Juvenile fiction,"Mexican War, 1846-1848 -- Juvenile fiction",Conduct of life -- Juvenile fiction
43790,9489,"Stratton-Porter, Gene",Michael O'Halloran,http://www.gutenberg.org/ebooks/9489.txt.utf-8,PS,Indiana -- Fiction,City and town life -- Fiction,Didactic fiction,Orphans -- Fiction
44280,38872,"Weyman, Stanley John",A Little Wizard,http://www.gutenberg.org/ebooks/38872.txt.utf-8,PR,"Great Britain -- History -- Civil War, 1642-1649 -- Fiction",Historical fiction,,
